"Date","Steps","Calories","HR_Lowest","HR_Highest","HR_Average","Total_Miles_Moved","Active_Hours","Floors_Climbed","UV_Exposure_Minutes","Total_Seconds_All_Activities","Total_Calories_All_Activities","Sleep_Events","Sleep_Total_Calories","Total_Seconds_Slept","Run_Events","Run_Total_Seconds","Total_Miles_Run","Run_Total_Calories","Bike_Events","Bike_Total_Seconds","Total_Miles_Biked","Bike_Total_Calories","Walk_Events","Walk_Total_Seconds","Total_Miles_Walked","Walk_Total_Calories","Exercise_Events","Exercise_Total_Seconds","Exercise_Total_Calories","Guided_Workout_Events","Guided_Workout_Total_Seconds","Guided_Workout_Total_Calories","Golf_Events","Golf_Total_Seconds","Total_Miles_Golfed","Golf_Total_Calories"
"2016-01-23","10020","3829","44","167","84","5.21023472918158","1","4","2","2286","599","1","773","28128","1","2286","3.23265877276704","599","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-01-24","9648","2881","42","185","72","5.66111409369283","1","7","0","7956","1620","1","584","19321","0","0","0","0","0","0","0","0","0","0","0","0","1","7956","1620","0","0","0","0","0","0","0"
"2016-01-25","4544","2447","43","106","64","2.31679491768074","0","5","0","2098","490","1","579","20468","1","2098","3.11533146424879","490","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-01-26","5196","2452","39","92","59","2.69814284578064","0","4","0","0","0","2","472","15936","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-01-27","8496","2939","38","189","85","4.96055535671677","1","8","0","0","0","1","595","19956","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-01-28","2678","2356","44","88","62","1.38286158832419","0","9","0","2776","590","0","0","0","1","2776","3.29008589835362","590","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-01-29","8678","2959","41","183","77","4.96347580132029","1","13","0","0","0","1","584","21582","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-01-30","6810","3479","42","175","71","3.52659220154299","1","3","0","3827","657","1","574","18600","1","3827","3.64726248707548","657","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-01-31","3472","2400","39","101","59","1.81890260876481","0","8","0","5956","1274","1","684","22852","0","0","0","0","0","0","0","0","0","0","0","0","1","5956","1274","0","0","0","0","0","0","0"
"2016-02-01","3010","2294","40","97","60","1.5683036069355","0","12","0","0","0","1","592","19204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-02","11122","3050","39","185","81","6.31999125109361","1","10","0","0","0","1","648","24013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-03","11646","2979","43","183","77","6.70358854290941","1","4","0","2707","675","1","578","19413","1","2707","3.61518730613219","675","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-04","5324","2434","40","97","62","2.79991101964527","0","3","0","2869","557","1","617","22012","1","2869","3.74995029030462","557","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-05","9268","3204","43","193","106","4.57137815159469","1","14","0","0","0","1","629","20636","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-06","9244","3684","41","166","88","4.77633122564225","1","19","4","2710","822","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2710","822","0","0","0","0","0","0","0"
"2016-02-07","4566","3195","43","159","95","2.3881034757019","1","5","0","7102","1480","1","713","25839","0","0","0","0","0","0","0","0","0","0","0","0","1","7102","1480","0","0","0","0","0","0","0"
"2016-02-08","4616","2437","42","97","59","2.45057613536944","0","3","0","3428","876","1","607","20852","0","0","0","0","1","3428","0","876","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-09","3428","2389","38","93","57","1.7730454147777","0","5","0","0","0","1","603","20157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-10","3762","3456","40","186","86","2.00175972321642","1","4","0","0","0","1","626","21309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-11","4394","2469","45","112","62","2.30718851904876","0","9","0","4253","1191","1","579","21464","0","0","0","0","1","4253","0","1191","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-12","1300","2386","46","80","64","0.686515748031496","0","2","0","0","0","1","625","21335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-13","9224","3863","41","168","85","4.76370496301599","1","6","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-14","2500","2410","39","100","59","1.29572049232482","0","3","0","8492","1709","1","520","18571","0","0","0","0","0","0","0","0","0","0","0","0","1","8492","1709","0","0","0","0","0","0","0"
"2016-02-15","4984","2404","39","92","59","2.60250139187147","0","2","0","0","0","1","475","17203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-16","12228","2837","38","181","64","7.0243900620377","1","16","0","0","0","1","691","16630","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-17","11930","2864","40","175","82","6.70632257615525","1","12","0","2621","485","1","1367","22249","1","2621","3.56727958721069","485","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-18","4422","2429","45","102","61","2.33524964209019","0","15","0","2640","548","1","560","19860","1","2640","3.54513391791935","548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-19","12210","2596","54","107","71","6.57180814045971","0","9","42","0","0","1","595","20621","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-20","9012","3902","43","179","82","4.62443082398791","1","2","22","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-21","5968","2339","43","91","62","3.13285413186988","0","7","2","8060","1812","1","593","20768","0","0","0","0","0","0","0","0","0","0","0","0","1","8060","1812","0","0","0","0","0","0","0"
"2016-02-22","4910","2327","43","109","61","2.59121729102044","0","10","0","0","0","1","597","21614","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-23","3694","2345","43","94","62","1.91404696572019","0","6","0","0","0","1","673","24174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-24","11478","2930","43","161","79","6.74211355682812","1","17","0","0","0","1","536","19053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-25","3284","2452","45","124","63","1.77305784220154","0","7","0","3237","533","0","0","0","1","3237","3.84085689572894","533","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-26","19818","5627","41","173","111","10.4817118030701","3","76","133","0","0","1","594","21093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-02-27","13058","3645","50","169","82","6.91522757098545","1","42","59","15559","3727","1","629","21947","0","0","0","0","0","0","0","0","0","0","0","0","1","15559","3727","0","0","0","0","0","0","0"
"2016-02-28","4798","2358","45","133","63","2.51851686152867","0","2","0","6083","1250","1","809","27170","0","0","0","0","0","0","0","0","0","0","0","0","1","6083","1250","0","0","0","0","0","0","0"
"2016-02-29","5290","2474","45","88","64","2.76590958800604","0","17","0","0","0","1","687","25910","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-01","11136","3265","45","190","89","6.60983605742464","1","19","0","0","0","1","527","18933","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-02","10114","3053","49","182","86","5.95062335958005","1","3","0","2882","676","1","625","21876","1","2882","3.93698301916806","676","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-03","6124","2471","48","110","66","3.21201682176092","0","16","0","2621","598","1","664","22500","1","2621","3.5776689135449","598","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-04","3438","2382","48","115","62","1.78972301757735","0","5","0","0","0","1","579","20077","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-05","8986","3492","44","165","84","4.63926916805854","1","7","26","0","0","1","619","22717","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-06","10006","2930","43","189","78","5.85519317187624","1","18","0","6847","1363","1","728","27261","0","0","0","0","0","0","0","0","0","0","0","0","1","6847","1363","0","0","0","0","0","0","0"
"2016-03-07","2910","2245","42","87","62","1.54733854290941","0","9","2","2662","588","1","591","20721","1","2662","3.70787103316631","588","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-08","4586","2392","46","90","62","2.35884931997137","0","0","0","0","0","1","597","19064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-09","10002","3009","44","185","71","5.68327219040802","1","3","0","0","0","1","660","22952","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-10","4740","2468","44","111","62","2.5068599379623","0","11","0","2695","657","1","621","21487","1","2695","3.64205539648453","657","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-11","9254","3024","43","184","68","5.29532530024656","1","5","0","0","0","1","618","22855","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-12","8458","3577","43","159","86","4.36687246480554","1","48","0","2705","735","1","732","25373","1","2705","3.6673203491609","735","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-14","4716","2402","40","97","61","2.43587449296111","0","4","0","0","0","1","451","14798","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-15","3380","2388","40","83","60","1.80866241151674","0","3","1","0","0","1","548","17506","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-16","11494","3073","41","183","76","6.41951006124234","1","17","0","2906","777","1","577","20849","1","2906","3.3543481070548","777","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-17","7810","2422","42","96","64","4.06435168615287","0","12","3","0","0","1","579","21451","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-18","5640","2428","48","90","64","2.91188210848644","0","11","5","0","0","1","708","22754","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-19","9796","2974","40","190","86","5.58738218802195","1","14","0","2545","632","1","805","28117","1","2545","3.43495237811183","632","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-20","9396","3939","43","171","85","4.8356970293486","1","5","3","10322","1753","1","571","19830","0","0","0","0","0","0","0","0","0","0","0","0","1","10322","1753","0","0","0","0","0","0","0"
"2016-03-21","3960","2424","47","110","63","2.07060765131631","0","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-22","10448","3147","43","185","82","5.94165075956415","1","15","0","2710","797","1","582","19783","1","2710","3.73021554123916","797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-23","3108","2389","44","90","61","1.61284349399507","0","2","0","0","0","1","611","21080","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-24","3150","2385","39","96","61","1.64657152230971","0","5","0","0","0","1","536","19360","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-25","3234","2406","47","90","63","1.71126869084546","0","20","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-26","2838","2340","40","115","60","1.51055336832896","0","3","2","0","0","1","793","27412","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-27","5672","3121","43","164","88","2.97930088284419","1","11","5","4249","935","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4249","935","0","0","0","0","0","0","0"
"2016-03-28","3570","2348","40","89","59","1.8604474866778","0","3","0","0","0","1","612","21943","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-29","11106","3082","37","190","81","6.41865256899706","1","26","4","2557","753","1","614","21209","1","2557","3.69402688300326","753","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-30","6206","2420","44","100","64","3.26396345343196","0","12","0","0","0","1","602","20524","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-03-31","3430","2392","39","85","60","1.77681092420266","0","5","0","0","0","1","606","22104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-01","3850","2424","44","82","65","1.99844160104987","0","2","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-02","10414","2437","38","92","62","5.64636274158912","0","18","95","0","0","1","775","30543","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-03","1494","2315","48","90","63","0.775222699435298","0","4","7","0","0","1","554","20197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-04","12390","3122","48","190","91","7.20462499005806","1","32","0","2770","713","0","0","0","1","2770","3.83157361011692","713","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-05","12420","3163","44","190","83","7.03518949335878","1","33","0","3263","824","1","573","22079","1","3263","3.84243517855723","824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-06","5520","2464","44","104","62","2.91645540046131","0","21","0","0","0","1","545","19984","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-07","4714","2408","43","105","61","2.45707567804025","0","3","0","0","0","1","505","18005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-08","4458","2401","44","96","62","2.34256939473475","0","7","0","0","0","1","504","18185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-09","5478","2380","44","99","62","2.85894128290782","0","6","2","0","0","1","627","23228","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-10","8704","2471","46","95","66","4.5133917919351","0","10","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-11","10708","3124","40","185","93","6.10018740555158","1","11","0","2705","788","1","256","9397","1","2705","3.66753161536626","788","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-12","2068","2184","39","92","58","1.08932583711127","0","2","0","0","0","1","483","18241","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-13","5000","2438","38","144","59","2.60035144754633","0","7","0","0","0","1","426","14298","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-14","4076","2428","41","128","63","2.1769739720035","0","5","0","0","0","1","424","14890","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-15","3986","2448","44","102","64","2.0864898989899","0","9","5","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-16","4914","2428","40","98","63","2.59585272011453","0","2","6","0","0","1","710","23082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-17","9492","2472","44","91","66","4.87980195657361","0","20","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-18","9312","2405","40","120","62","4.8332239720035","0","3","6","0","0","1","582","21624","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-19","5864","2417","44","89","62","3.04261860733317","0","9","0","0","0","1","534","19409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-20","8688","2441","39","102","60","4.5227247872425","0","10","0","0","0","1","498","19083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-21","3932","2374","45","124","60","2.04285721387099","0","11","0","0","0","1","680","25521","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-22","0","1868","","","","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-23","7974","2454","39","91","62","4.18461186669848","0","18","0","0","0","1","621","21900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-24","2304","2334","41","97","60","1.1927592857711","0","5","12","0","0","1","701","24573","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-25","4074","2390","37","86","59","2.12792293008828","0","9","3","0","0","1","594","21484","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-26","3896","2402","36","99","61","2.03170981468226","0","8","0","0","0","1","559","19096","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-27","184","1979","40","90","56","0.0988477292611151","0","2","0","0","0","1","403","15190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-28","4184","2419","38","105","63","2.17681241549352","0","6","0","0","0","1","649","22150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-29","13836","2564","40","144","65","7.40373717489859","0","130","1","0","0","1","506","17885","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-04-30","9216","2435","41","103","64","4.88836445160264","0","5","0","0","0","1","841","28177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-01","11416","2464","43","126","62","5.93067734430923","0","40","45","0","0","1","651","23904","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-02","2136","2217","41","89","60","1.112801240754","0","3","0","0","0","1","803","27440","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-03","4906","2402","43","97","61","2.55315209178398","0","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-04","3584","2463","38","139","59","1.89429978923089","0","9","0","0","0","1","572","21568","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-05","4700","2379","40","92","61","2.51229072218245","0","9","0","0","0","1","535","17078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-06","3714","2359","43","116","62","1.94430774278215","0","1","0","0","0","1","497","18496","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-07","10498","2522","38","107","64","5.49519555794162","0","3","7","0","0","1","799","28796","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-08","2256","2343","37","96","60","1.19407659269864","0","10","0","0","0","1","902","32718","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-09","1862","2233","39","93","58","0.974496440785811","0","2","0","0","0","1","397","13771","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-10","3466","2363","38","91","60","1.83070866141732","0","4","0","0","0","1","564","18662","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-11","7904","2476","41","115","63","4.10296369203849","0","38","0","0","0","1","320","11454","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-12","3752","2399","43","92","61","1.94663167104112","0","5","0","0","0","1","376","12704","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-13","2262","2312","45","93","62","1.17035264057902","0","4","4","0","0","1","492","18044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-14","13156","2481","45","112","64","7.02588135289907","0","4","0","0","0","1","653","24594","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-15","3234","2252","43","87","60","1.64862204724409","0","1","1","0","0","1","516","19290","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-16","7800","2447","44","95","61","4.0725537858904","0","11","0","0","0","1","416","13902","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-17","4698","2400","41","96","61","2.49919221745009","0","5","0","0","0","1","496","17746","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-18","3932","2379","38","99","61","2.06510230255309","0","7","5","0","0","1","379","14666","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-19","4058","2424","39","93","64","2.13810099021713","0","4","10","0","0","1","486","15611","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-20","5818","2404","42","120","63","3.02228734192317","0","15","0","0","0","2","713","27179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-21","6768","2447","38","132","63","3.65855901535035","0","23","13","0","0","1","464","17015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-22","7470","2379","43","104","60","3.96145261671836","0","5","4","0","0","1","591","22553","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-23","8816","2436","38","87","58","4.62026763699992","0","6","3","0","0","1","623","18498","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-24","4666","2390","36","124","58","2.41398979957051","0","3","1","0","0","1","517","19693","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-25","1736","2208","41","134","61","0.926302891115883","0","3","6","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-26","5562","2420","39","104","62","2.89685735305814","0","12","0","0","0","1","599","20847","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016-05-27","9668","2435","39","110","61","5.04427891115883","0","11","2","0","0","1","416","15179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
