"Date","Start_Time","Event_Type","Duration_Seconds","Seconds_Paused","Calories_Burned","Calories_Burned_Carbs","Calories_Burned_Fats","HR_Lowest","HR_Peak","HR_Average","UV_Exposure_Minutes","Total_Miles_Moved","Cardio_Benefit","Minutes_Under_50%_HR","Minutes_In_HRZ_Very_Light_50%_60%","Minutes_In_HRZ_Light_60%_70%","Minutes_In_HRZ_Moderate_70%_80%","Minutes_In_HRZ_Hard_80%_90%","Minutes_In_HRZ_Very_Hard_90%_Plus","HR_Finish","HR_Recovery_Rate_1_Min","HR_Recovery_Rate_2_Min","Recovery_Time_Seconds","Bike_Average_MPH","Bike_Max_MPH","Elevation_Highest_Feet","Elevation_Lowest_Feet","Elevation_Gain_Feet","Elevation_Loss_Feet","Climb_Rate_Feet_Per_Hour","Walk_Active_Seconds","Walk_Resting_Seconds","Wake_Up_Time","Seconds_Awake","Seconds_Asleep_Total","Seconds_Asleep_Restful","Seconds_Asleep_Light","Wake_Ups","Seconds_to_Fall_Asleep","Sleep_Efficiency","Sleep_Restoration","Sleep_HR_Resting","Sleep_Auto_Detect","GW_Plan_Name","GW_Reps_Performed","GW_Rounds_Performed","Golf_Course_Name","Golf_Course_Par","Golf_Total_Score","Golf_Par_or_Better","Golf_Pace_of_Play_Minutes","Golf_Longest_Drive_Yards"
"2015-11-24","2015-11-24 21:06:19","Run","1770","4","309","247","62","75","161","116","0","2.80217281078502","Strenuous","4","12","9","1","4","0","96","","","259200","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2015-11-25","2015-11-25 01:09:33","Sleep","27113","0","726","","","49","102","61","0","","","","","","","","","","","","","","","","","","","","","","2015-11-25 08:38:57","3891","23222","8437","14785","7","209","86","","52","Auto","","","","","","","","",""
"2015-11-25","2015-11-25 22:06:46","Run","1449","67","411","328","83","80","188","149","0","2.7216555316949","Strenuous","0","3","10","6","4","4","128","103","103","259200","","","0","0","20","12","","","","","","","","","","","","","","","","","","","","","","",""
"2015-11-27","2015-11-27 00:52:14","Sleep","32444","0","865","","","44","97","60","0","","","","","","","","","","","","","","","","","","","","","","2015-11-27 09:50:29","1257","31187","6522","24665","3","209","97","","49","Auto","","","","","","","","",""
"2015-11-28","2015-11-28 03:04:01","Sleep","40776","0","1089","","","43","90","59","0","","","","","","","","","","","","","","","","","","","","","","2015-11-28 11:14:52","12283","28492","8535","19957","4","449","90","Good","46","Manual","","","","","","","","",""
"2015-11-29","2015-11-29 02:45:04","Sleep","23461","0","603","","","43","92","53","0","","","","","","","","","","","","","","","","","","","","","","2015-11-29 09:01:36","3206","20255","7249","13006","2","958","93","Good","45","Manual","","","","","","","","",""
"2015-11-29","2015-11-29 10:53:02","Exercise","7414","0","1386","636","750","64","162","120","0","","Maintaining","12","22","54","2","32","0","","","","48960","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2015-11-30","2015-11-30 02:26:46","Sleep","17365","0","442","","","39","93","54","0","","","","","","","","","","","","","","","","","","","","","","2015-11-30 07:13:41","1886","15478","3352","12126","0","1676","99","Moderate","42","Manual","","","","","","","","",""
"2015-12-01","2015-12-01 02:12:47","Sleep","21515","0","543","","","39","80","51","0","","","","","","","","","","","","","","","","","","","","","","2015-12-01 08:08:53","2633","18881","5654","13227","5","867","91","Moderate","40","Manual","","","","","","","","",""
"2015-12-01","2015-12-01 19:52:52","Run","1682","79","404","320","84","71","188","141","0","2.7463736777221","Strenuous","9","5","3","0","3","11","134","","","259200","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-02","2015-12-02 02:51:31","Sleep","20018","0","519","","","38","90","55","0","","","","","","","","","","","","","","","","","","","","","","2015-12-02 08:22:40","3800","16218","7868","8350","4","389","83","Moderate","46","Manual","","","","","","","","",""
"2015-12-03","2015-12-03 19:51:19","Sleep","7789","0","196","","","44","94","52","0","","","","","","","","","","","","","","","","","","","","","","2015-12-03 21:58:39","657","7132","2655","4477","2","208","95","","48","Auto","","","","","","","","",""
"2015-12-03","2015-12-03 01:39:10","Sleep","22510","0","581","","","39","98","55","0","","","","","","","","","","","","","","","","","","","","","","2015-12-03 07:45:21","2098","20412","5064","15348","3","839","96","Good","43","Manual","","","","","","","","",""
"2015-12-04","2015-12-04 03:52:37","Sleep","13060","0","332","","","37","80","51","0","","","","","","","","","","","","","","","","","","","","","","2015-12-04 07:27:48","1138","11922","3414","8508","2","389","94","Moderate","40","Manual","","","","","","","","",""
"2015-12-05","2015-12-05 03:56:53","Sleep","28888","0","766","","","41","92","59","0","","","","","","","","","","","","","","","","","","","","","","2015-12-05 11:55:51","2153","26735","9777","16958","4","568","94","","48","Auto","","","","","","","","",""
"2015-12-06","2015-12-06 02:25:18","Sleep","23897","0","622","","","43","85","55","0","","","","","","","","","","","","","","","","","","","","","","2015-12-06 09:01:06","2752","21145","5412","15733","6","209","89","","48","Auto","","","","","","","","",""
"2015-12-06","2015-12-06 11:05:06","Exercise","7534","131","1736","756","980","76","162","133","2","","Maintaining","2","8","48","7","62","0","115","115","","62880","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-07","2015-12-07 01:20:29","Sleep","22686","0","574","","","42","90","54","0","","","","","","","","","","","","","","","","","","","","","","2015-12-07 07:36:06","1888","20798","10456","10342","3","929","96","Moderate","45","Manual","","","","","","","","",""
"2015-12-08","2015-12-08 01:35:36","Sleep","22660","0","576","","","39","88","53","0","","","","","","","","","","","","","","","","","","","","","","2015-12-08 07:38:17","2787","19872","7521","12351","5","449","93","Moderate","43","Manual","","","","","","","","",""
"2015-12-08","2015-12-08 20:16:53","Run","2054","5","428","335","93","71","189","135","0","3.23556678994671","Strenuous","8","11","5","0","1","11","121","","","259380","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-09","2015-12-09 07:55:36","Sleep","3378","0","88","","","45","81","57","0","","","","","","","","","","","","","","","","","","","","","","2015-12-09 08:49:25","1375","2003","0","2003","0","1225","98","Low","","Manual","","","","","","","","",""
"2015-12-09","2015-12-09 07:46:07","Sleep","552","0","14","","","49","70","61","0","","","","","","","","","","","","","","","","","","","","","","","552","0","0","0","0","552","0","","","Manual","","","","","","","","",""
"2015-12-09","2015-12-09 01:13:43","Sleep","23530","0","591","","","44","84","54","0","","","","","","","","","","","","","","","","","","","","","","2015-12-09 07:29:56","2634","20896","5178","15718","2","389","94","Moderate","46","Manual","","","","","","","","",""
"2015-12-09","2015-12-09 20:58:06","Run","2401","5","312","236","76","71","148","106","0","3.82144525968345","Strenuous","11","21","8","0","1","0","91","","","259200","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-10","2015-12-10 01:22:31","Sleep","25345","0","667","","","45","115","58","0","","","","","","","","","","","","","","","","","","","","","","2015-12-10 08:22:27","2389","22956","9580","13376","6","208","91","","51","Auto","","","","","","","","",""
"2015-12-11","2015-12-11 00:39:16","Sleep","24857","0","635","","","38","91","53","0","","","","","","","","","","","","","","","","","","","","","","2015-12-11 07:28:04","1946","22910","6467","16443","3","718","96","Good","40","Manual","","","","","","","","",""
"2015-12-12","2015-12-12 02:49:53","Sleep","30840","0","796","","","42","94","56","0","","","","","","","","","","","","","","","","","","","","","","2015-12-12 11:21:25","2125","28714","8891","19823","4","658","95","Good","44","Manual","","","","","","","","",""
"2015-12-12","2015-12-12 19:19:31","Run","1685","3","438","320","118","80","183","143","0","2.52402842400382","Strenuous","2","5","3","8","8","3","98","96","83","259200","","","844","827","40","33","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-13","2015-12-13 03:57:30","Sleep","25967","0","680","","","44","101","59","0","","","","","","","","","","","","","","","","","","","","","","2015-12-13 11:07:48","2363","23604","4724","18880","4","508","93","","50","Auto","","","","","","","","",""
"2015-12-14","2015-12-14 03:29:24","Sleep","78482","0","2234","","","43","98","62","0","","","","","","","","","","","","","","","","","","","","","","2015-12-14 09:22:22","59520","18961","4941","14020","6","359","90","Moderate","45","Manual","","","","","","","","",""
"2015-12-15","2015-12-15 01:24:44","Sleep","23424","0","601","","","40","84","53","0","","","","","","","","","","","","","","","","","","","","","","2015-12-15 07:52:39","1436","21988","8582","13406","5","209","95","","46","Auto","","","","","","","","",""
"2015-12-15","2015-12-15 20:28:12","Run","2880","4","439","248","191","76","141","111","0","3.71766384315597","Improving","5","29","14","0","1","0","128","109","","69840","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-16","2015-12-16 01:30:25","Sleep","22064","0","583","","","43","115","56","0","","","","","","","","","","","","","","","","","","","","","","2015-12-16 07:32:40","6745","15319","5185","10134","3","5396","93","Moderate","46","Manual","","","","","","","","",""
"2015-12-17","2015-12-17 07:26:32","Sleep","1245","0","35","","","51","73","60","0","","","","","","","","","","","","","","","","","","","","","","","1245","0","0","0","0","1245","0","","","Manual","","","","","","","","",""
"2015-12-17","2015-12-17 01:50:16","Sleep","21548","0","573","","","44","91","60","0","","","","","","","","","","","","","","","","","","","","","","2015-12-17 07:18:59","2425","19123","7869","11254","1","209","97","","47","Auto","","","","","","","","",""
"2015-12-17","2015-12-17 22:31:48","Run","2678","1","467","254","213","81","139","119","0","3.59814930804104","Maintaining","4","18","20","0","4","0","129","","","55920","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-18","2015-12-18 01:25:11","Sleep","24721","0","681","","","44","120","61","0","","","","","","","","","","","","","","","","","","","","","","2015-12-18 08:04:14","7422","17298","5775","11523","4","5447","93","Moderate","46","Manual","","","","","","","","",""
"2015-12-19","2015-12-19 03:03:04","Sleep","32249","0","851","","","42","90","56","0","","","","","","","","","","","","","","","","","","","","","","2015-12-19 10:40:08","6354","25895","12284","13611","5","479","96","Good","43","Manual","","","","","","","","",""
"2015-12-20","2015-12-20 02:12:12","Sleep","22094","0","588","","","40","93","57","0","","","","","","","","","","","","","","","","","","","","","","2015-12-20 08:13:28","3233","18861","6915","11946","5","1347","92","Moderate","45","Manual","","","","","","","","",""
"2015-12-20","2015-12-20 18:12:26","Run","2677","5","535","328","207","69","143","124","0","3.62823610116917","Highly improving","10","7","6","0","23","0","112","","","172800","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-21","2015-12-21 00:31:11","Sleep","28063","0","738","","","44","93","58","0","","","","","","","","","","","","","","","","","","","","","","2015-12-21 08:06:57","2663","25400","7746","17654","4","209","93","","49","Auto","","","","","","","","",""
"2015-12-22","2015-12-22 01:01:42","Sleep","26310","0","691","","","40","89","56","0","","","","","","","","","","","","","","","","","","","","","","2015-12-22 08:13:44","4520","21790","7781","14009","7","808","86","","47","Auto","","","","","","","","",""
"2015-12-22","2015-12-22 23:01:24","Run","3120","2","645","422","223","69","185","130","0","4.27195180147936","Strenuous","17","10","1","4","13","8","102","","","278520","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-23","2015-12-23 01:34:18","Sleep","29206","0","753","","","39","85","58","0","","","","","","","","","","","","","","","","","","","","","","2015-12-23 09:38:34","3205","26001","9313","16688","5","1377","93","Good","44","Manual","","","","","","","","",""
"2015-12-24","2015-12-24 01:56:55","Sleep","23946","0","626","","","42","95","58","0","","","","","","","","","","","","","","","","","","","","","","2015-12-24 08:23:02","4855","19091","6831","12260","8","1468","87","Moderate","45","Manual","","","","","","","","",""
"2015-12-25","2015-12-25 02:18:30","Sleep","29536","0","760","","","37","119","55","0","","","","","","","","","","","","","","","","","","","","","","2015-12-25 10:28:17","1168","28367","7127","21240","0","958","99","Good","42","Manual","","","","","","","","",""
"2015-12-26","2015-12-26 03:22:38","Sleep","29572","0","753","","","39","87","54","0","","","","","","","","","","","","","","","","","","","","","","2015-12-26 11:33:02","718","28854","9755","19099","0","508","99","Good","42","Manual","","","","","","","","",""
"2015-12-27","2015-12-27 05:33:35","Sleep","23759","0","612","","","40","91","55","0","","","","","","","","","","","","","","","","","","","","","","2015-12-27 12:07:05","1348","22411","5810","16601","3","569","97","Moderate","42","Manual","","","","","","","","",""
"2015-12-28","2015-12-28 04:31:06","Sleep","32638","0","830","","","37","84","51","0","","","","","","","","","","","","","","","","","","","","","","2015-12-28 13:32:35","1377","31261","7813","23448","2","568","97","Good","40","Manual","","","","","","","","",""
"2015-12-28","2015-12-28 15:02:42","Run","1731","4","495","356","139","95","184","151","0","2.52524009782868","Strenuous","0","5","5","7","6","7","106","89","80","261360","","","881","820","103","103","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-29","2015-12-29 03:59:11","Sleep","32621","0","839","","","43","90","56","0","","","","","","","","","","","","","","","","","","","","","","2015-12-29 13:00:22","2276","30344","6857","23487","7","629","95","Good","45","Manual","","","","","","","","",""
"2015-12-29","2015-12-29 16:05:56","Run","2256","8","740","513","227","69","189","164","0","3.18435958999443","Strenuous","0","3","5","3","5","23","120","108","104","264480","","","887","800","103","119","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-30","2015-12-30 04:15:01","Sleep","28604","0","737","","","39","116","55","0","","","","","","","","","","","","","","","","","","","","","","2015-12-30 12:06:16","2785","25818","6078","19740","7","718","93","Good","45","Manual","","","","","","","","",""
"2015-12-31","2015-12-31 04:57:13","Sleep","23124","0","592","","","38","94","54","0","","","","","","","","","","","","","","","","","","","","","","2015-12-31 11:20:08","1587","21536","3714","17822","2","419","95","Moderate","42","Manual","","","","","","","","",""
