"Date","Start_Time","Event_Type","Duration_Seconds","Seconds_Paused","Calories_Burned","Calories_Burned_Carbs","Calories_Burned_Fats","HR_Lowest","HR_Peak","HR_Average","UV_Exposure_Minutes","Total_Miles_Moved","Cardio_Benefit","Minutes_Under_50%_HR","Minutes_In_HRZ_Very_Light_50%_60%","Minutes_In_HRZ_Light_60%_70%","Minutes_In_HRZ_Moderate_70%_80%","Minutes_In_HRZ_Hard_80%_90%","Minutes_In_HRZ_Very_Hard_90%_Plus","HR_Finish","HR_Recovery_Rate_1_Min","HR_Recovery_Rate_2_Min","Recovery_Time_Seconds","Bike_Average_MPH","Bike_Max_MPH","Elevation_Highest_Feet","Elevation_Lowest_Feet","Elevation_Gain_Feet","Elevation_Loss_Feet","Climb_Rate_Feet_Per_Hour","Walk_Active_Seconds","Walk_Resting_Seconds","Wake_Up_Time","Seconds_Awake","Seconds_Asleep_Total","Seconds_Asleep_Restful","Seconds_Asleep_Light","Wake_Ups","Seconds_to_Fall_Asleep","Sleep_Efficiency","Sleep_Restoration","Sleep_HR_Resting","Sleep_Auto_Detect","GW_Plan_Name","GW_Reps_Performed","GW_Rounds_Performed","Golf_Course_Name","Golf_Course_Par","Golf_Total_Score","Golf_Par_or_Better","Golf_Pace_of_Play_Minutes","Golf_Longest_Drive_Yards"
"2016-03-13","2016-03-13 04:17:03","Sleep","21030","0","534","","","43","87","57","0","","","","","","","","","","","","","","","","","","","","","","2016-03-13 10:05:03","1675","19355","4007","15348","5","209","93","","49","Auto","","","","","","","","",""
"2016-03-13","2016-03-13 10:57:07","Exercise","7504","2","1519","675","844","64","155","127","0","","Improving","5","13","59","1","47","0","144","134","129","66360","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-14","2016-03-14 03:59:37","Sleep","17908","0","451","","","44","94","54","0","","","","","","","","","","","","","","","","","","","","","","2016-03-14 08:55:35","3110","14798","4154","10644","7","209","84","","47","Auto","","","","","","","","",""
"2016-03-15","2016-03-15 02:15:18","Sleep","21486","0","548","","","40","80","55","0","","","","","","","","","","","","","","","","","","","","","","2016-03-15 08:10:55","3980","17506","3290","14216","7","867","85","","43","Auto","","","","","","","","",""
"2016-03-16","2016-03-16 01:34:18","Sleep","23273","0","577","","","41","127","55","0","","","","","","","","","","","","","","","","","","","","","","2016-03-16 07:59:41","2424","20849","8194","12655","7","209","90","","43","Auto","","","","","","","","",""
"2016-03-16","2016-03-16 21:49:35","Run","2906","1","777","509","268","94","181","141","0","3.3543481070548","Strenuous","0","11","5","8","5","21","103","","","259320","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-17","2016-03-17 01:41:29","Sleep","23216","0","579","","","42","85","57","0","","","","","","","","","","","","","","","","","","","","","","2016-03-17 08:05:56","1765","21451","9092","12359","4","209","93","","46","Auto","","","","","","","","",""
"2016-03-18","2016-03-18 00:29:39","Sleep","27784","0","708","","","48","85","58","0","","","","","","","","","","","","","","","","","","","","","","2016-03-18 08:10:14","5030","22754","7663","15091","9","868","84","","51","Auto","","","","","","","","",""
"2016-03-19","2016-03-19 02:58:08","Sleep","32040","0","805","","","40","105","57","0","","","","","","","","","","","","","","","","","","","","","","2016-03-19 11:49:39","3923","28117","8861","19256","10","209","88","","45","Auto","","","","","","","","",""
"2016-03-19","2016-03-19 16:01:42","Run","2545","1","632","428","204","79","188","152","0","3.43495237811183","Strenuous","10","4","2","13","5","10","","","","260160","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-20","2016-03-20 03:18:12","Sleep","21116","0","571","","","43","116","63","0","","","","","","","","","","","","","","","","","","","","","","2016-03-20 09:07:40","1286","19830","4605","15225","6","209","95","","48","Auto","","","","","","","","",""
"2016-03-20","2016-03-20 10:58:23","Exercise","10322","6","1753","731","1022","63","164","115","2","","Maintaining","31","25","50","3","64","0","118","97","88","62880","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-22","2016-03-22 01:45:41","Sleep","22627","0","582","","","45","83","57","0","","","","","","","","","","","","","","","","","","","","","","2016-03-22 07:55:19","2844","19783","7958","11825","7","209","89","","49","Auto","","","","","","","","",""
"2016-03-22","2016-03-22 20:47:16","Run","2710","13","797","538","259","74","183","153","0","3.73021554123916","Strenuous","2","9","1","6","1","27","127","","","259200","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-23","2016-03-23 00:57:15","Sleep","23771","0","611","","","44","81","57","0","","","","","","","","","","","","","","","","","","","","","","2016-03-23 07:21:59","2691","21080","8699","12381","7","209","92","","49","Auto","","","","","","","","",""
"2016-03-24","2016-03-24 02:43:06","Sleep","21099","0","536","","","39","96","54","0","","","","","","","","","","","","","","","","","","","","","","2016-03-24 08:32:16","1739","19360","6081","13279","4","209","93","","46","Auto","","","","","","","","",""
"2016-03-26","2016-03-26 02:40:50","Sleep","30733","0","793","","","43","115","56","0","","","","","","","","","","","","","","","","","","","","","","2016-03-26 11:03:05","3321","27412","6134","21278","8","748","93","","47","Auto","","","","","","","","",""
"2016-03-27","2016-03-27 12:19:23","Exercise","4249","0","935","461","474","86","157","137","4","","Improving","1","4","20","1","46","0","132","","","69840","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-28","2016-03-28 01:10:53","Sleep","24518","0","612","","","40","80","52","0","","","","","","","","","","","","","","","","","","","","","","2016-03-28 07:46:03","2575","21943","4100","17843","7","419","94","","44","Auto","","","","","","","","",""
"2016-03-29","2016-03-29 01:40:52","Sleep","23722","0","614","","","37","80","57","0","","","","","","","","","","","","","","","","","","","","","","2016-03-29 08:13:45","2513","21209","7657","13552","2","1435","95","","41","Auto","","","","","","","","",""
"2016-03-29","2016-03-29 22:24:16","Run","2557","1","753","536","217","75","188","159","0","3.69402688300326","Strenuous","4","6","1","4","1","27","100","","","261720","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-30","2016-03-30 02:34:37","Sleep","23367","0","602","","","44","85","60","0","","","","","","","","","","","","","","","","","","","","","","2016-03-30 08:46:07","2843","20524","5713","14811","4","209","92","","49","Auto","","","","","","","","",""
"2016-03-31","2016-03-31 03:44:10","Sleep","24230","0","606","","","39","85","55","0","","","","","","","","","","","","","","","","","","","","","","2016-03-31 10:18:32","2126","22104","4700","17404","4","209","94","","46","Auto","","","","","","","","",""
"2016-04-02","2016-04-02 02:21:38","Sleep","31142","0","775","","","38","79","55","0","","","","","","","","","","","","","","","","","","","","","","2016-04-02 10:58:11","599","30543","8621","21922","2","209","99","","47","Auto","","","","","","","","",""
"2016-04-03","2016-04-03 01:06:15","Sleep","21993","0","554","","","49","90","60","0","","","","","","","","","","","","","","","","","","","","","","2016-04-03 07:10:18","1796","20197","5654","14543","5","209","93","","52","Auto","","","","","","","","",""
"2016-04-04","2016-04-04 18:37:21","Run","2770","2","713","500","213","63","184","139","0","3.83157361011692","Strenuous","6","7","3","5","10","16","116","","","259200","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-05","2016-04-05 02:30:20","Sleep","22947","0","573","","","44","75","54","0","","","","","","","","","","","","","","","","","","","","","","2016-04-05 08:50:18","868","22079","6043","16036","2","209","97","","46","Auto","","","","","","","","",""
"2016-04-05","2016-04-05 19:58:53","Run","3263","6","824","558","266","65","182","140","0","3.84243517855723","Strenuous","13","15","2","4","1","21","104","94","92","259200","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-06","2016-04-06 01:27:40","Sleep","21390","0","545","","","48","75","58","0","","","","","","","","","","","","","","","","","","","","","","2016-04-06 07:21:41","1406","19984","9033","10951","5","209","94","","50","Auto","","","","","","","","",""
"2016-04-07","2016-04-07 01:30:30","Sleep","20039","0","505","","","44","93","56","0","","","","","","","","","","","","","","","","","","","","","","2016-04-07 07:01:59","2034","18005","7087","10918","5","209","91","","49","Auto","","","","","","","","",""
"2016-04-08","2016-04-08 01:38:15","Sleep","19860","0","504","","","44","94","58","0","","","","","","","","","","","","","","","","","","","","","","2016-04-08 06:49:48","1675","18185","8103","10082","1","239","98","","49","Auto","","","","","","","","",""
"2016-04-09","2016-04-09 03:15:08","Sleep","25023","0","627","","","47","99","58","0","","","","","","","","","","","","","","","","","","","","","","2016-04-09 10:09:43","1795","23228","5236","17992","5","209","94","","49","Auto","","","","","","","","",""
"2016-04-11","2016-04-11 16:42:39","Sleep","10023","0","256","","","40","124","61","0","","","","","","","","","","","","","","","","","","","","","","2016-04-11 19:27:14","626","9397","2058","7339","1","208","96","","52","Auto","","","","","","","","",""
"2016-04-11","2016-04-11 20:26:29","Run","2705","1","788","522","266","73","183","157","0","3.66753161536626","Strenuous","7","6","1","1","1","30","97","","","265920","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-12","2016-04-12 01:51:48","Sleep","19497","0","483","","","39","78","53","0","","","","","","","","","","","","","","","","","","","","","","2016-04-12 07:14:17","1256","18241","4155","14086","3","209","95","","44","Auto","","","","","","","","",""
"2016-04-13","2016-04-13 02:25:40","Sleep","16900","0","426","","","38","86","54","0","","","","","","","","","","","","","","","","","","","","","","2016-04-13 06:56:23","2602","14298","4216","10082","3","209","89","","41","Auto","","","","","","","","",""
"2016-04-14","2016-04-14 03:02:00","Sleep","16863","0","424","","","41","108","56","0","","","","","","","","","","","","","","","","","","","","","","2016-04-14 07:27:07","1973","14890","4185","10705","4","209","94","","44","Auto","","","","","","","","",""
"2016-04-16","2016-04-16 02:06:38","Sleep","27657","0","710","","","40","90","56","0","","","","","","","","","","","","","","","","","","","","","","2016-04-16 09:45:05","4575","23082","3498","19584","12","209","84","","44","Auto","","","","","","","","",""
"2016-04-18","2016-04-18 01:04:13","Sleep","23150","0","582","","","40","120","57","0","","","","","","","","","","","","","","","","","","","","","","2016-04-18 07:21:05","1526","21624","6787","14837","3","209","96","","44","Auto","","","","","","","","",""
"2016-04-19","2016-04-19 01:22:59","Sleep","20785","0","534","","","44","80","59","0","","","","","","","","","","","","","","","","","","","","","","2016-04-19 06:59:27","1376","19409","3707","15702","2","269","97","","48","Auto","","","","","","","","",""
"2016-04-20","2016-04-20 01:26:44","Sleep","20339","0","498","","","39","79","52","0","","","","","","","","","","","","","","","","","","","","","","2016-04-20 07:03:14","1256","19083","8014","11069","2","209","95","","45","Auto","","","","","","","","",""
"2016-04-21","2016-04-21 01:04:33","Sleep","27077","0","680","","","45","124","57","0","","","","","","","","","","","","","","","","","","","","","","2016-04-21 08:33:21","1556","25521","9363","16158","3","209","95","","47","Auto","","","","","","","","",""
"2016-04-23","2016-04-23 02:55:07","Sleep","24562","0","621","","","39","91","56","0","","","","","","","","","","","","","","","","","","","","","","2016-04-23 09:32:02","2662","21900","4158","17742","5","209","92","","48","Auto","","","","","","","","",""
"2016-04-24","2016-04-24 03:38:10","Sleep","28015","0","701","","","41","87","55","0","","","","","","","","","","","","","","","","","","","","","","2016-04-24 11:22:36","3442","24573","6583","17990","4","209","88","","44","Auto","","","","","","","","",""
"2016-04-25","2016-04-25 01:32:38","Sleep","23399","0","594","","","37","86","55","0","","","","","","","","","","","","","","","","","","","","","","2016-04-25 08:00:08","1915","21484","4338","17146","5","598","94","","42","Auto","","","","","","","","",""
"2016-04-26","2016-04-26 01:43:10","Sleep","21969","0","559","","","36","84","54","0","","","","","","","","","","","","","","","","","","","","","","2016-04-26 07:46:50","2873","19096","5476","13620","6","209","88","","43","Auto","","","","","","","","",""
"2016-04-27","2016-04-27 00:40:17","Sleep","16297","0","403","","","40","90","53","0","","","","","","","","","","","","","","","","","","","","","","2016-04-27 05:09:25","1107","15190","5979","9211","2","328","95","","45","Auto","","","","","","","","",""
"2016-04-28","2016-04-28 01:43:35","Sleep","23945","0","649","","","38","80","63","0","","","","","","","","","","","","","","","","","","","","","","2016-04-28 08:20:11","1795","22150","6703","15447","4","209","93","","48","Auto","","","","","","","","",""
"2016-04-29","2016-04-29 01:43:33","Sleep","19979","0","506","","","40","84","56","0","","","","","","","","","","","","","","","","","","","","","","2016-04-29 07:14:03","2094","17885","5950","11935","4","1076","95","","44","Auto","","","","","","","","",""
"2016-04-30","2016-04-30 01:48:11","Sleep","32783","0","841","","","41","86","58","0","","","","","","","","","","","","","","","","","","","","","","2016-04-30 10:52:05","4606","28177","10138","18039","10","358","87","","49","Auto","","","","","","","","",""
"2016-05-01","2016-05-01 01:31:36","Sleep","26028","0","651","","","43","88","57","0","","","","","","","","","","","","","","","","","","","","","","2016-05-01 08:36:26","2124","23904","7867","16037","2","329","94","","49","Auto","","","","","","","","",""
"2016-05-02","2016-05-02 01:44:20","Sleep","31928","0","803","","","43","85","56","0","","","","","","","","","","","","","","","","","","","","","","2016-05-02 10:34:00","4488","27440","5774","21666","8","418","87","","47","Auto","","","","","","","","",""
"2016-05-04","2016-05-04 01:02:36","Sleep","22854","0","572","","","38","81","53","0","","","","","","","","","","","","","","","","","","","","","","2016-05-04 07:21:01","1286","21568","7716","13852","4","209","95","","41","Auto","","","","","","","","",""
"2016-05-05","2016-05-05 02:29:12","Sleep","20847","0","535","","","40","85","55","0","","","","","","","","","","","","","","","","","","","","","","2016-05-05 08:14:10","3769","17078","2840","14238","6","209","83","","43","Auto","","","","","","","","",""
"2016-05-06","2016-05-06 02:44:43","Sleep","19304","0","497","","","46","116","59","0","","","","","","","","","","","","","","","","","","","","","","2016-05-06 08:03:58","808","18496","5176","13320","1","209","97","","48","Auto","","","","","","","","",""
"2016-05-07","2016-05-07 01:17:21","Sleep","31251","0","799","","","38","91","58","0","","","","","","","","","","","","","","","","","","","","","","2016-05-07 09:43:14","2455","28796","9606","19190","3","269","95","","43","Auto","","","","","","","","",""
"2016-05-08","2016-05-08 02:17:04","Sleep","34843","0","902","","","37","95","59","0","","","","","","","","","","","","","","","","","","","","","","2016-05-08 11:55:18","2125","32718","7510","25208","6","868","96","","44","Auto","","","","","","","","",""
"2016-05-09","2016-05-09 01:01:30","Sleep","15742","0","397","","","39","88","55","0","","","","","","","","","","","","","","","","","","","","","","2016-05-09 05:21:24","1971","13771","2837","10934","5","328","90","","44","Auto","","","","","","","","",""
"2016-05-10","2016-05-10 02:45:28","Sleep","22400","0","564","","","38","83","53","0","","","","","","","","","","","","","","","","","","","","","","2016-05-10 08:56:19","3738","18662","8520","10142","6","657","86","","42","Auto","","","","","","","","",""
"2016-05-11","2016-05-11 02:02:12","Sleep","12916","0","320","","","41","81","52","0","","","","","","","","","","","","","","","","","","","","","","2016-05-11 05:34:59","1462","11454","4921","6533","3","208","90","","45","Auto","","","","","","","","",""
"2016-05-12","2016-05-12 02:38:31","Sleep","15394","0","376","","","43","81","52","0","","","","","","","","","","","","","","","","","","","","","","2016-05-12 06:52:36","2690","12704","5141","7563","5","448","85","","47","Auto","","","","","","","","",""
"2016-05-13","2016-05-13 02:36:08","Sleep","19568","0","492","","","46","81","56","0","","","","","","","","","","","","","","","","","","","","","","2016-05-13 07:59:47","1524","18044","9079","8965","5","298","94","","50","Auto","","","","","","","","",""
"2016-05-14","2016-05-14 03:08:54","Sleep","25940","0","653","","","45","112","57","0","","","","","","","","","","","","","","","","","","","","","","2016-05-14 10:18:45","1346","24594","9272","15322","3","299","96","","48","Auto","","","","","","","","",""
"2016-05-15","2016-05-15 02:37:13","Sleep","20576","0","516","","","47","87","56","0","","","","","","","","","","","","","","","","","","","","","","2016-05-15 08:17:40","1286","19290","6010","13280","3","209","95","","49","Auto","","","","","","","","",""
"2016-05-16","2016-05-16 02:27:11","Sleep","16713","0","416","","","44","92","55","0","","","","","","","","","","","","","","","","","","","","","","2016-05-16 06:42:19","2811","13902","5888","8014","2","358","92","","49","Auto","","","","","","","","",""
"2016-05-17","2016-05-17 01:52:01","Sleep","19718","0","496","","","43","79","55","0","","","","","","","","","","","","","","","","","","","","","","2016-05-17 07:18:11","1972","17746","8274","9472","4","209","91","","48","Auto","","","","","","","","",""
"2016-05-18","2016-05-18 02:28:23","Sleep","15203","0","379","","","38","85","55","0","","","","","","","","","","","","","","","","","","","","","","2016-05-18 06:39:18","537","14666","5465","9201","1","209","98","","44","Auto","","","","","","","","",""
"2016-05-19","2016-05-19 02:36:39","Sleep","19020","0","486","","","39","93","57","0","","","","","","","","","","","","","","","","","","","","","","2016-05-19 07:51:10","3409","15611","5232","10379","5","1016","87","","43","Auto","","","","","","","","",""
"2016-05-20","2016-05-20 18:44:54","Sleep","7608","0","191","","","42","83","56","0","","","","","","","","","","","","","","","","","","","","","","2016-05-20 20:49:13","329","7279","3460","3819","0","208","100","","47","Auto","","","","","","","","",""
"2016-05-20","2016-05-20 02:41:14","Sleep","20858","0","522","","","46","120","56","0","","","","","","","","","","","","","","","","","","","","","","2016-05-20 08:26:22","958","19900","10113","9787","2","269","97","","48","Auto","","","","","","","","",""
"2016-05-21","2016-05-21 03:58:33","Sleep","18600","0","464","","","38","94","54","0","","","","","","","","","","","","","","","","","","","","","","2016-05-21 09:01:35","1585","17015","2661","14354","3","209","94","","43","Auto","","","","","","","","",""
"2016-05-22","2016-05-22 02:22:27","Sleep","23391","0","591","","","46","83","56","0","","","","","","","","","","","","","","","","","","","","","","2016-05-22 08:49:48","838","22553","5472","17081","2","209","97","","49","Auto","","","","","","","","",""
"2016-05-23","2016-05-23 01:41:48","Sleep","24425","0","623","","","38","78","54","0","","","","","","","","","","","","","","","","","","","","","","2016-05-23 08:08:26","5926","18498","2753","15745","7","299","80","Moderate","44","Manual","","","","","","","","",""
"2016-05-24","2016-05-24 02:09:22","Sleep","20950","0","517","","","36","124","52","0","","","","","","","","","","","","","","","","","","","","","","2016-05-24 07:56:03","1257","19693","5355","14338","2","448","96","Moderate","38","Manual","","","","","","","","",""
"2016-05-26","2016-05-26 01:22:10","Sleep","23629","0","599","","","39","102","57","0","","","","","","","","","","","","","","","","","","","","","","2016-05-26 07:27:34","2782","20847","6728","14119","5","209","95","","48","Auto","","","","","","","","",""
"2016-05-27","2016-05-27 02:21:21","Sleep","16498","0","416","","","39","84","55","0","","","","","","","","","","","","","","","","","","","","","","2016-05-27 06:44:20","1319","15179","4916","10263","2","299","97","Moderate","41","Manual","","","","","","","","",""
"2016-05-28","2016-05-28 02:48:54","Sleep","23672","0","605","","","41","82","56","0","","","","","","","","","","","","","","","","","","","","","","2016-05-28 09:20:57","2035","21637","5117","16520","5","209","92","","46","Auto","","","","","","","","",""
"2016-05-29","2016-05-29 02:15:22","Sleep","16624","0","421","","","44","81","56","0","","","","","","","","","","","","","","","","","","","","","","2016-05-29 06:46:27","1017","15607","2900","12707","3","209","97","","48","Auto","","","","","","","","",""
"2016-05-31","2016-05-31 01:32:43","Sleep","21396","0","538","","","37","84","54","0","","","","","","","","","","","","","","","","","","","","","","2016-05-31 07:26:50","3112","18284","2303","15981","8","209","86","","39","Auto","","","","","","","","",""
"2016-06-01","2016-06-01 02:19:38","Sleep","20072","0","499","","","38","127","52","0","","","","","","","","","","","","","","","","","","","","","","2016-06-01 07:41:13","1496","18576","3200","15376","3","209","97","","42","Auto","","","","","","","","",""
"2016-06-02","2016-06-02 01:49:37","Sleep","22324","0","575","","","37","83","57","0","","","","","","","","","","","","","","","","","","","","","","2016-06-02 07:51:43","2095","20229","5744","14485","2","389","94","","44","Auto","","","","","","","","",""
"2016-06-03","2016-06-03 01:26:30","Sleep","24806","0","662","","","40","120","64","0","","","","","","","","","","","","","","","","","","","","","","2016-06-03 08:17:26","2155","22651","5684","16967","8","209","92","","43","Auto","","","","","","","","",""
"2016-06-04","2016-06-04 00:41:52","Sleep","34766","0","908","","","37","80","57","0","","","","","","","","","","","","","","","","","","","","","","2016-06-04 10:18:49","2723","32043","6610","25433","10","209","93","","40","Auto","","","","","","","","",""
"2016-06-05","2016-06-05 14:46:53","Sleep","11261","0","302","","","48","90","64","0","","","","","","","","","","","","","","","","","","","","","","2016-06-05 17:47:07","2599","8662","1940","6722","5","716","85","","54","Auto","","","","","","","","",""
"2016-06-06","2016-06-06 01:55:05","Sleep","22534","0","560","","","42","90","55","0","","","","","","","","","","","","","","","","","","","","","","2016-06-06 08:08:09","3562","18972","3171","15801","7","209","85","","45","Auto","","","","","","","","",""
"2016-06-08","2016-06-08 02:06:57","Sleep","18877","0","500","","","37","85","58","0","","","","","","","","","","","","","","","","","","","","","","2016-06-08 07:19:05","1885","16992","5862","11130","4","209","91","","42","Auto","","","","","","","","",""
"2016-06-09","2016-06-09 01:40:15","Sleep","24240","0","617","","","39","92","56","0","","","","","","","","","","","","","","","","","","","","","","2016-06-09 08:21:46","3591","20649","8466","12183","8","269","86","","43","Auto","","","","","","","","",""
"2016-06-10","2016-06-10 03:56:18","Sleep","32311","0","881","","","38","92","60","0","","","","","","","","","","","","","","","","","","","","","","2016-06-10 08:02:51","18296","14014","2843","11171","4","299","87","Moderate","41","Manual","","","","","","","","",""
"2016-06-11","2016-06-11 03:21:02","Sleep","25292","0","643","","","39","87","57","0","","","","","","","","","","","","","","","","","","","","","","2016-06-11 10:08:06","1527","23765","5565","18200","3","209","98","","45","Auto","","","","","","","","",""
"2016-06-13","2016-06-13 02:57:52","Sleep","19288","0","501","","","43","120","59","0","","","","","","","","","","","","","","","","","","","","","","2016-06-13 08:16:51","1917","17371","7966","9405","4","209","91","","48","Auto","","","","","","","","",""
"2016-06-14","2016-06-14 01:29:15","Sleep","23273","0","591","","","38","105","55","0","","","","","","","","","","","","","","","","","","","","","","2016-06-14 07:54:39","4367","18906","6101","12805","8","388","83","","44","Auto","","","","","","","","",""
"2016-06-15","2016-06-15 00:56:03","Sleep","22465","0","564","","","40","87","56","0","","","","","","","","","","","","","","","","","","","","","","2016-06-15 06:55:32","2184","20281","3498","16783","5","269","95","","43","Auto","","","","","","","","",""
"2016-06-16","2016-06-16 01:54:15","Sleep","12550","0","318","","","46","87","57","0","","","","","","","","","","","","","","","","","","","","","","2016-06-16 05:20:56","598","11952","5108","6844","1","298","98","","51","Auto","","","","","","","","",""
"2016-06-17","2016-06-17 02:19:51","Sleep","20056","0","507","","","43","91","57","0","","","","","","","","","","","","","","","","","","","","","","2016-06-17 07:46:09","2392","17664","2929","14735","5","269","91","","47","Auto","","","","","","","","",""
"2016-06-18","2016-06-18 02:22:22","Sleep","27330","0","709","","","41","87","59","0","","","","","","","","","","","","","","","","","","","","","","2016-06-18 09:44:54","2484","24846","5955","18891","6","209","94","","49","Auto","","","","","","","","",""
"2016-06-19","2016-06-19 01:08:58","Sleep","35735","0","917","","","39","87","56","0","","","","","","","","","","","","","","","","","","","","","","2016-06-19 11:02:04","3352","32383","4428","27955","8","209","91","","43","Auto","","","","","","","","",""
"2016-06-20","2016-06-20 02:03:33","Sleep","21692","0","549","","","39","81","54","0","","","","","","","","","","","","","","","","","","","","","","2016-06-20 07:47:38","3141","18551","5893","12658","9","209","90","","44","Auto","","","","","","","","",""
"2016-06-21","2016-06-21 02:39:51","Sleep","20817","0","528","","","40","80","57","0","","","","","","","","","","","","","","","","","","","","","","2016-06-21 08:24:19","1525","19292","9298","9994","3","209","94","","45","Auto","","","","","","","","",""
"2016-06-22","2016-06-22 01:00:09","Sleep","21411","0","527","","","46","70","55","0","","","","","","","","","","","","","","","","","","","","","","2016-06-22 06:49:02","1824","19587","8101","11486","4","209","94","","48","Auto","","","","","","","","",""
"2016-06-23","2016-06-23 23:53:30","Sleep","29973","0","764","","","43","91","59","0","","","","","","","","","","","","","","","","","","","","","","2016-06-24 08:06:04","1647","28326","12003","16323","5","209","96","","47","Auto","","","","","","","","",""
"2016-06-23","2016-06-23 02:05:32","Sleep","22395","0","573","","","39","87","57","0","","","","","","","","","","","","","","","","","","","","","","2016-06-23 08:16:18","2425","19970","4400","15570","8","299","90","","47","Auto","","","","","","","","",""
"2016-06-25","2016-06-25 01:47:54","Sleep","26359","0","656","","","40","116","56","0","","","","","","","","","","","","","","","","","","","","","","2016-06-25 08:58:45","2424","23935","8794","15141","5","209","93","","43","Auto","","","","","","","","",""
"2016-06-26","2016-06-26 03:20:59","Sleep","19798","0","523","","","51","124","61","0","","","","","","","","","","","","","","","","","","","","","","2016-06-26 08:48:28","1017","18781","3170","15611","2","209","96","","54","Auto","","","","","","","","",""
"2016-06-27","2016-06-27 02:24:19","Sleep","18393","0","472","","","47","128","59","0","","","","","","","","","","","","","","","","","","","","","","2016-06-27 07:28:23","1854","16539","3916","12623","4","628","93","","51","Auto","","","","","","","","",""
"2016-06-28","2016-06-28 03:29:20","Sleep","14807","0","370","","","45","87","58","0","","","","","","","","","","","","","","","","","","","","","","2016-06-28 07:16:11","2991","11816","2991","8825","3","209","87","","49","Auto","","","","","","","","",""
"2016-06-29","2016-06-29 23:54:50","Sleep","28875","0","732","","","44","84","58","0","","","","","","","","","","","","","","","","","","","","","","2016-06-30 07:53:36","2154","26721","5055","21666","8","209","93","","50","Auto","","","","","","","","",""
"2016-06-29","2016-06-29 00:13:38","Sleep","16804","0","430","","","49","72","57","0","","","","","","","","","","","","","","","","","","","","","","2016-06-29 04:51:14","1166","15638","6307","9331","4","209","94","","51","Auto","","","","","","","","",""
"2016-07-02","2016-07-02 02:16:39","Sleep","27619","0","692","","","36","103","54","0","","","","","","","","","","","","","","","","","","","","","","2016-07-02 09:46:00","2693","24926","5295","19631","8","209","93","","40","Auto","","","","","","","","",""
"2016-07-05","2016-07-05 03:06:19","Sleep","18935","0","474","","","37","80","55","0","","","","","","","","","","","","","","","","","","","","","","2016-07-05 08:19:24","1855","17080","2811","14269","5","418","92","","46","Auto","","","","","","","","",""
"2016-07-06","2016-07-06 03:19:08","Sleep","16439","0","403","","","41","86","52","0","","","","","","","","","","","","","","","","","","","","","","2016-07-06 07:40:11","1644","14795","4333","10462","2","209","95","","45","Auto","","","","","","","","",""
"2016-07-07","2016-07-07 02:31:56","Sleep","20131","0","504","","","42","85","56","0","","","","","","","","","","","","","","","","","","","","","","2016-07-07 08:04:57","2692","17439","5891","11548","3","239","88","","45","Auto","","","","","","","","",""
"2016-07-08","2016-07-08 02:28:52","Sleep","23962","0","622","","","38","80","58","0","","","","","","","","","","","","","","","","","","","","","","2016-07-08 09:05:44","1286","22676","7327","15349","4","209","95","","46","Auto","","","","","","","","",""
"2016-07-09","2016-07-09 11:57:10","Sleep","7941","0","209","","","40","95","62","0","","","","","","","","","","","","","","","","","","","","","","2016-07-09 14:07:02","1314","6627","1044","5583","2","895","95","","47","Auto","","","","","","","","",""
"2016-07-09","2016-07-09 02:37:06","Sleep","27468","0","697","","","40","100","56","0","","","","","","","","","","","","","","","","","","","","","","2016-07-09 10:12:24","2035","25433","7508","17925","5","897","96","","44","Auto","","","","","","","","",""
"2016-07-11","2016-07-11 03:25:46","Sleep","15845","0","392","","","45","87","56","0","","","","","","","","","","","","","","","","","","","","","","2016-07-11 07:47:22","1674","14171","4542","9629","3","627","93","","48","Auto","","","","","","","","",""
"2016-07-12","2016-07-12 01:27:40","Sleep","20519","0","527","","","40","82","58","0","","","","","","","","","","","","","","","","","","","","","","2016-07-12 06:58:42","3141","17378","5084","12294","6","209","88","","45","Auto","","","","","","","","",""
"2016-07-13","2016-07-13 02:29:42","Sleep","20002","0","521","","","44","85","58","0","","","","","","","","","","","","","","","","","","","","","","2016-07-13 08:00:35","1824","18178","6038","12140","2","269","92","","48","Auto","","","","","","","","",""
"2016-07-14","2016-07-14 02:07:06","Sleep","21895","0","567","","","43","83","58","0","","","","","","","","","","","","","","","","","","","","","","2016-07-14 08:04:33","1525","20370","10466","9904","3","209","95","","46","Auto","","","","","","","","",""
"2016-07-15","2016-07-15 01:33:51","Sleep","23637","0","600","","","33","103","56","0","","","","","","","","","","","","","","","","","","","","","","2016-07-15 08:00:49","2753","20884","7808","13076","6","418","91","","46","Auto","","","","","","","","",""
