"Date","Start_Time","Event_Type","Duration_Seconds","Seconds_Paused","Calories_Burned","Calories_Burned_Carbs","Calories_Burned_Fats","HR_Lowest","HR_Peak","HR_Average","UV_Exposure_Minutes","Total_Miles_Moved","Cardio_Benefit","Minutes_Under_50%_HR","Minutes_In_HRZ_Very_Light_50%_60%","Minutes_In_HRZ_Light_60%_70%","Minutes_In_HRZ_Moderate_70%_80%","Minutes_In_HRZ_Hard_80%_90%","Minutes_In_HRZ_Very_Hard_90%_Plus","HR_Finish","HR_Recovery_Rate_1_Min","HR_Recovery_Rate_2_Min","Recovery_Time_Seconds","Bike_Average_MPH","Bike_Max_MPH","Elevation_Highest_Feet","Elevation_Lowest_Feet","Elevation_Gain_Feet","Elevation_Loss_Feet","Climb_Rate_Feet_Per_Hour","Walk_Active_Seconds","Walk_Resting_Seconds","Wake_Up_Time","Seconds_Awake","Seconds_Asleep_Total","Seconds_Asleep_Restful","Seconds_Asleep_Light","Wake_Ups","Seconds_to_Fall_Asleep","Sleep_Efficiency","Sleep_Restoration","Sleep_HR_Resting","Sleep_Auto_Detect","GW_Plan_Name","GW_Reps_Performed","GW_Rounds_Performed","Golf_Course_Name","Golf_Course_Par","Golf_Total_Score","Golf_Par_or_Better","Golf_Pace_of_Play_Minutes","Golf_Longest_Drive_Yards"
"2016-07-19","2016-07-19 02:19:23","Sleep","18932","0","486","","","44","111","61","0","","","","","","","","","","","","","","","","","","","","","","2016-07-19 06:56:03","3589","15343","4424","10919","1","209","93","","48","Auto","","","","","","","","",""
"2016-07-20","2016-07-20 01:45:13","Sleep","22615","0","575","","","43","85","55","0","","","","","","","","","","","","","","","","","","","","","","2016-07-20 07:59:39","1317","21298","9032","12266","3","209","95","","45","Auto","","","","","","","","",""
"2016-07-21","2016-07-21 02:39:24","Sleep","21357","0","549","","","48","102","58","0","","","","","","","","","","","","","","","","","","","","","","2016-07-21 08:32:51","868","20489","8763","11726","3","209","97","","52","Auto","","","","","","","","",""
"2016-07-22","2016-07-22 23:40:43","Sleep","32948","0","830","","","39","93","54","0","","","","","","","","","","","","","","","","","","","","","","2016-07-23 08:47:22","4010","28938","5146","23792","11","209","88","","42","Auto","","","","","","","","",""
"2016-07-23","2016-07-23 10:57:26","Exercise","3844","900","916","453","463","83","178","132","6","","Improving","6","23","12","10","16","6","","","","76800","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-24","2016-07-24 01:42:48","Sleep","24681","0","652","","","50","120","61","0","","","","","","","","","","","","","","","","","","","","","","2016-07-24 08:31:39","3231","21450","5114","16336","7","209","88","","55","Auto","","","","","","","","",""
"2016-07-25","2016-07-25 02:49:30","Sleep","18271","0","478","","","42","127","60","0","","","","","","","","","","","","","","","","","","","","","","2016-07-25 07:51:32","2242","16029","3587","12442","7","269","89","","45","Auto","","","","","","","","",""
"2016-07-26","2016-07-26 01:52:53","Sleep","21082","0","538","","","45","100","58","0","","","","","","","","","","","","","","","","","","","","","","2016-07-26 07:27:49","1974","19108","5530","13578","2","209","95","","50","Auto","","","","","","","","",""
"2016-07-27","2016-07-27 00:35:15","Sleep","23122","0","585","","","43","94","54","0","","","","","","","","","","","","","","","","","","","","","","2016-07-27 06:58:08","3380","19742","7624","12118","8","209","86","","46","Auto","","","","","","","","",""
"2016-07-28","2016-07-28 01:16:24","Sleep","22199","0","555","","","42","83","53","0","","","","","","","","","","","","","","","","","","","","","","2016-07-28 07:20:25","2722","19477","6282","13195","6","209","89","","46","Auto","","","","","","","","",""
"2016-07-28","2016-07-28 21:17:04","Bike","2","311","53","27","26","71","131","115","0","0.000826423685675654","Light","1","2","3","0","0","0","131","101","93","17640","1.4","4","843","843","57","30","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-29","2016-07-29 01:30:42","Sleep","19469","0","493","","","44","83","57","0","","","","","","","","","","","","","","","","","","","","","","2016-07-29 06:45:14","1106","18363","8700","9663","2","209","98","","48","Auto","","","","","","","","",""
"2016-07-30","2016-07-30 02:48:15","Sleep","30159","0","764","","","40","92","57","0","","","","","","","","","","","","","","","","","","","","","","2016-07-30 11:08:25","3411","26748","8645","18103","10","209","89","","44","Auto","","","","","","","","",""
"2016-07-31","2016-07-31 01:44:39","Sleep","26543","0","664","","","40","112","55","0","","","","","","","","","","","","","","","","","","","","","","2016-07-31 09:04:33","2753","23790","5953","17837","3","299","91","","46","Auto","","","","","","","","",""
"2016-07-31","2016-07-31 19:58:39","Bike","3180","23","747","386","361","85","163","139","0","12.8761656923566","Improving","1","4","14","4","32","0","136","120","","73320","14.6","20.4","1240","843","655","354","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-01","2016-08-01 16:03:06","Sleep","8830","0","232","","","43","86","60","0","","","","","","","","","","","","","","","","","","","","","","2016-08-01 18:27:48","1074","7756","1133","6623","3","208","91","","46","Auto","","","","","","","","",""
"2016-08-01","2016-08-01 02:00:25","Sleep","20402","0","538","","","40","120","59","0","","","","","","","","","","","","","","","","","","","","","","2016-08-01 07:29:59","2394","18008","7028","10980","4","478","93","","47","Auto","","","","","","","","",""
"2016-08-02","2016-08-02 01:32:47","Sleep","22374","0","581","","","41","86","58","0","","","","","","","","","","","","","","","","","","","","","","2016-08-02 07:43:13","2871","19503","5770","13733","6","209","88","","44","Auto","","","","","","","","",""
"2016-08-03","2016-08-03 02:08:26","Sleep","22077","0","603","","","43","157","62","0","","","","","","","","","","","","","","","","","","","","","","2016-08-03 07:47:29","4038","18039","5084","12955","5","209","89","","47","Auto","","","","","","","","",""
"2016-08-03","2016-08-03 20:44:41","Bike","1640","4","396","231","165","83","173","145","0","7.16268864829396","Improving","0","4","4","8","12","1","146","110","","112320","15.7","19.6","974","838","273","197","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-04","2016-08-04 02:02:45","Sleep","18569","0","472","","","43","105","55","0","","","","","","","","","","","","","","","","","","","","","","2016-08-04 07:00:47","1555","17014","7712","9302","3","209","96","","47","Auto","","","","","","","","",""
"2016-08-05","2016-08-05 02:08:29","Sleep","17193","0","435","","","40","86","54","0","","","","","","","","","","","","","","","","","","","","","","2016-08-05 06:48:03","1376","15817","3975","11842","2","209","95","","46","Auto","","","","","","","","",""
"2016-08-05","2016-08-05 20:10:25","Bike","3679","1021","1064","529","535","90","176","138","0","14.6296441282908","Improving","1","6","26","9","36","1","149","125","102","87240","14.3","20.6","1210","658","730","911","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-07","2016-08-07 14:25:53","Sleep","12956","0","351","","","54","110","67","0","","","","","","","","","","","","","","","","","","","","","","2016-08-07 17:59:20","925","12031","2179","9852","2","298","95","","57","Auto","","","","","","","","",""
"2016-08-07","2016-08-07 04:48:40","Sleep","15043","0","413","","","47","124","60","0","","","","","","","","","","","","","","","","","","","","","","2016-08-07 08:56:54","1375","13668","4096","9572","4","209","92","","50","Auto","","","","","","","","",""
"2016-08-07","2016-08-07 19:54:51","Bike","4318","21","970","500","470","103","167","136","0","18.6205497395212","Improving","0","7","33","10","24","0","143","139","137","95040","15.5","22","1181","843","699","520","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-08","2016-08-08 14:21:37","Sleep","12253","0","329","","","53","85","63","0","","","","","","","","","","","","","","","","","","","","","","2016-08-08 17:43:21","2331","9922","3974","5948","7","418","84","","57","Auto","","","","","","","","",""
"2016-08-08","2016-08-08 03:46:09","Sleep","11711","0","303","","","45","94","59","0","","","","","","","","","","","","","","","","","","","","","","2016-08-08 06:43:54","2779","8932","1971","6961","1","985","92","","50","Auto","","","","","","","","",""
"2016-08-09","2016-08-09 03:17:11","Sleep","16040","0","410","","","45","85","57","0","","","","","","","","","","","","","","","","","","","","","","2016-08-09 07:30:34","1197","14843","5984","8859","1","209","98","","49","Auto","","","","","","","","",""
"2016-08-10","2016-08-10 01:36:33","Sleep","22422","0","557","","","39","80","53","0","","","","","","","","","","","","","","","","","","","","","","2016-08-10 07:47:46","1706","20716","6104","14612","3","269","94","","42","Auto","","","","","","","","",""
"2016-08-11","2016-08-11 02:00:25","Sleep","20950","0","544","","","43","87","59","0","","","","","","","","","","","","","","","","","","","","","","2016-08-11 07:47:07","1676","19274","6941","12333","4","209","93","","49","Auto","","","","","","","","",""
"2016-08-11","2016-08-11 20:32:38","Bike","1811","6","444","259","185","105","173","153","0","8.02071527280681","Highly improving","0","2","1","14","13","1","136","132","127","129600","15.9","23.2","844","818","112","144","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-12","2016-08-12 02:40:51","Sleep","23632","0","595","","","41","82","55","0","","","","","","","","","","","","","","","","","","","","","","2016-08-12 09:12:14","1735","21897","10797","11100","4","209","93","","46","Auto","","","","","","","","",""
"2016-08-13","2016-08-13 02:25:07","Sleep","29110","0","761","","","41","116","61","0","","","","","","","","","","","","","","","","","","","","","","2016-08-13 10:07:21","4398","24712","9662","15050","4","209","89","","46","Auto","","","","","","","","",""
"2016-08-14","2016-08-14 04:45:23","Sleep","15264","0","390","","","38","86","56","0","","","","","","","","","","","","","","","","","","","","","","2016-08-14 08:57:18","2155","13109","5566","7543","3","209","87","","42","Auto","","","","","","","","",""
"2016-08-15","2016-08-15 01:41:12","Sleep","22977","0","583","","","39","120","57","0","","","","","","","","","","","","","","","","","","","","","","2016-08-15 07:58:10","1167","21810","7537","14273","1","209","97","","44","Auto","","","","","","","","",""
"2016-08-15","2016-08-15 19:29:43","Bike","4734","3","1212","572","640","90","167","146","0","18.5317806509982","Highly improving","2","0","10","17","51","0","121","120","120","120960","14.1","22.7","1194","799","763","695","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-16","2016-08-16 02:08:27","Sleep","21178","0","534","","","42","80","56","0","","","","","","","","","","","","","","","","","","","","","","2016-08-16 07:46:58","3291","17887","8223","9664","4","209","88","","46","Auto","","","","","","","","",""
"2016-08-16","2016-08-16 19:07:07","Bike","5152","11","1359","650","709","81","171","148","0","20.8648927761871","Strenuous","1","2","16","42","26","0","147","112","99","259200","14.6","21.2","1359","833","1231","771","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-17","2016-08-17 19:51:27","Bike","3872","14","869","455","414","71","170","132","0","11.596681629285","Improving","1","3","40","7","15","0","127","113","","83760","10.8","27.1","1453","665","1329","1141","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-18","2016-08-18 02:06:27","Sleep","22676","0","572","","","44","93","59","0","","","","","","","","","","","","","","","","","","","","","","2016-08-18 08:09:56","1735","20941","8345","12596","4","269","97","","47","Auto","","","","","","","","",""
"2016-08-19","2016-08-19 02:14:10","Sleep","19890","0","509","","","39","80","56","0","","","","","","","","","","","","","","","","","","","","","","2016-08-19 07:43:12","1525","18365","4874","13491","3","209","93","","50","Auto","","","","","","","","",""
"2016-08-20","2016-08-20 03:00:56","Sleep","24705","0","658","","","49","124","62","0","","","","","","","","","","","","","","","","","","","","","","2016-08-20 09:50:11","628","24077","7176","16901","2","209","98","","52","Auto","","","","","","","","",""
"2016-08-20","2016-08-20 15:13:17","Bike","3311","12","880","472","408","66","186","156","13","13.1191653245049","Highly improving","2","0","2","35","11","6","154","","","164160","14.2","23.1","1002","781","705","652","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-21","2016-08-21 03:04:20","Sleep","20939","0","539","","","43","90","59","0","","","","","","","","","","","","","","","","","","","","","","2016-08-21 08:50:49","2004","18935","5831","13104","4","209","91","","47","Auto","","","","","","","","",""
"2016-08-21","2016-08-21 19:58:49","Bike","2484","4","619","336","283","72","172","149","0","11.2507518591426","Improving","2","0","1","21","18","1","135","","","112320","16.3","21.7","1216","796","664","595","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-22","2016-08-22 03:00:07","Sleep","18780","0","475","","","41","87","57","0","","","","","","","","","","","","","","","","","","","","","","2016-08-22 08:10:38","1555","17225","5291","11934","4","209","93","","48","Auto","","","","","","","","",""
"2016-08-23","2016-08-23 16:53:17","Sleep","11195","0","282","","","41","93","57","0","","","","","","","","","","","","","","","","","","","","","","2016-08-23 19:54:24","1762","9433","985","8448","4","208","88","","47","Auto","","","","","","","","",""
"2016-08-23","2016-08-23 01:15:46","Sleep","25519","0","668","","","46","90","60","0","","","","","","","","","","","","","","","","","","","","","","2016-08-23 08:18:36","1735","23784","6251","17533","5","209","94","","50","Auto","","","","","","","","",""
"2016-08-24","2016-08-24 02:24:47","Sleep","20586","0","512","","","41","88","54","0","","","","","","","","","","","","","","","","","","","","","","2016-08-24 07:59:54","1945","18641","4457","14184","3","478","94","","45","Auto","","","","","","","","",""
"2016-08-26","2016-08-26 23:59:25","Sleep","28576","0","742","","","43","89","59","0","","","","","","","","","","","","","","","","","","","","","","2016-08-27 07:45:44","3052","25524","8764","16760","4","987","94","","48","Auto","","","","","","","","",""
"2016-08-26","2016-08-26 15:32:13","Sleep","8925","0","238","","","50","90","62","0","","","","","","","","","","","","","","","","","","","","","","2016-08-26 17:58:30","597","8328","3103","5225","2","208","96","","54","Auto","","","","","","","","",""
"2016-08-26","2016-08-26 02:15:24","Sleep","9348","0","229","","","43","64","50","0","","","","","","","","","","","","","","","","","","","","","","2016-08-26 04:48:43","687","8661","4270","4391","1","209","96","","46","Auto","","","","","","","","",""
"2016-08-28","2016-08-28 00:35:40","Sleep","29586","0","743","","","39","83","55","0","","","","","","","","","","","","","","","","","","","","","","2016-08-28 08:46:17","1137","28449","5473","22976","2","508","98","","44","Auto","","","","","","","","",""
"2016-08-29","2016-08-29 03:08:41","Sleep","29265","0","740","","","47","88","57","0","","","","","","","","","","","","","","","","","","","","","","2016-08-29 11:13:57","2095","27170","9962","17208","6","209","93","","50","Auto","","","","","","","","",""
"2016-08-29","2016-08-29 19:19:45","Bike","3505","3","971","524","447","75","179","157","0","11.9333653960869","Strenuous","2","2","2","40","10","4","173","149","131","259200","12.2","23","1098","843","631","579","","","","","","","","","","","","","","","","","","","","","","",""
"2016-08-30","2016-08-30 02:13:02","Sleep","37682","0","964","","","44","124","59","0","","","","","","","","","","","","","","","","","","","","","","2016-08-30 12:38:34","2993","34689","6672","28017","9","209","92","","49","Auto","","","","","","","","",""
"2016-08-31","2016-08-31 03:12:02","Sleep","26752","0","688","","","43","90","59","0","","","","","","","","","","","","","","","","","","","","","","2016-08-31 10:35:25","2184","24568","4249","20319","7","329","93","","48","Auto","","","","","","","","",""
"2016-08-31","2016-08-31 13:36:07","Bike","4910","2","1389","685","704","63","178","164","39","20.2317528135688","Strenuous","1","1","0","59","4","18","154","127","","259200","14.8","28.1","1018","766","1114","1069","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-01","2016-09-01 02:56:55","Sleep","35553","0","945","","","45","112","58","0","","","","","","","","","","","","","","","","","","","","","","2016-09-01 12:46:59","4309","31244","8736","22508","9","508","89","","49","Auto","","","","","","","","",""
"2016-09-02","2016-09-02 03:38:47","Sleep","30748","0","778","","","43","87","58","0","","","","","","","","","","","","","","","","","","","","","","2016-09-02 12:02:17","5928","24820","5628","19192","13","1047","85","","49","Auto","","","","","","","","",""
"2016-09-03","2016-09-03 03:49:19","Sleep","28037","0","716","","","45","83","60","0","","","","","","","","","","","","","","","","","","","","","","2016-09-03 11:34:07","1705","26332","5115","21217","4","598","96","","50","Auto","","","","","","","","",""
"2016-09-03","2016-09-03 18:54:06","Bike","4962","25","1391","671","720","77","177","151","0","18.7165578024338","Improving","1","1","13","33","31","5","152","","","103680","13.6","25.9","890","729","688","720","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-04","2016-09-04 03:41:07","Sleep","24472","0","612","","","44","97","60","0","","","","","","","","","","","","","","","","","","","","","","2016-09-04 10:26:29","2094","22378","5951","16427","8","209","92","","48","Auto","","","","","","","","",""
"2016-09-05","2016-09-05 02:55:25","Sleep","31152","0","780","","","41","81","57","0","","","","","","","","","","","","","","","","","","","","","","2016-09-05 11:32:08","4040","27112","6791","20321","9","209","87","","47","Auto","","","","","","","","",""
"2016-09-06","2016-09-06 16:19:27","Sleep","8058","0","204","","","45","95","63","0","","","","","","","","","","","","","","","","","","","","","","2016-09-06 18:31:16","896","7162","0","7162","4","208","92","","53","Auto","","","","","","","","",""
"2016-09-06","2016-09-06 04:27:35","Sleep","15965","0","435","","","55","92","65","0","","","","","","","","","","","","","","","","","","","","","","2016-09-06 08:51:10","1286","14679","5917","8762","3","209","93","","59","Auto","","","","","","","","",""
"2016-09-06","2016-09-06 19:28:19","Bike","2263","5","698","421","277","78","181","160","0","9.57057036904478","Strenuous","2","1","2","22","4","8","134","100","98","259200","15.2","22.7","856","827","111","110","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-07","2016-09-07 03:50:11","Sleep","14659","0","351","","","49","72","56","0","","","","","","","","","","","","","","","","","","","","","","2016-09-07 07:52:01","1077","13582","6162","7420","1","209","94","","52","Auto","","","","","","","","",""
"2016-09-08","2016-09-08 02:02:50","Sleep","28395","0","722","","","47","97","58","0","","","","","","","","","","","","","","","","","","","","","","2016-09-08 09:49:06","2603","25792","9631","16161","5","748","94","","50","Auto","","","","","","","","",""
"2016-09-09","2016-09-09 01:31:09","Sleep","24591","0","673","","","48","123","63","0","","","","","","","","","","","","","","","","","","","","","","2016-09-09 08:18:31","3051","21540","4726","16814","8","209","88","","50","Auto","","","","","","","","",""
"2016-09-10","2016-09-10 04:17:07","Sleep","20038","0","510","","","46","90","57","0","","","","","","","","","","","","","","","","","","","","","","2016-09-10 09:48:36","2094","17944","3618","14326","7","209","91","","50","Auto","","","","","","","","",""
"2016-09-10","2016-09-10 19:20:04","Bike","2871","1","805","466","339","71","175","157","0","12.9120623061322","Strenuous","1","1","7","33","2","4","152","","","259200","16.2","23","849","814","173","186","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-11","2016-09-11 03:01:50","Sleep","20700","0","528","","","47","120","59","0","","","","","","","","","","","","","","","","","","","","","","2016-09-11 08:38:22","1286","19414","9241","10173","2","209","97","","50","Auto","","","","","","","","",""
"2016-09-11","2016-09-11 18:30:24","Bike","3634","0","1010","523","487","61","173","157","0","14.7365013322198","Strenuous","1","2","3","47","7","1","168","","","259200","14.6","22.7","871","759","411","435","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-12","2016-09-12 02:11:27","Sleep","22821","0","602","","","49","92","61","0","","","","","","","","","","","","","","","","","","","","","","2016-09-12 08:29:19","2094","20727","6130","14597","5","777","94","","51","Auto","","","","","","","","",""
"2016-09-13","2016-09-13 02:30:07","Sleep","20939","0","528","","","42","100","56","0","","","","","","","","","","","","","","","","","","","","","","2016-09-13 08:16:37","3082","17857","7415","10442","7","358","87","","46","Auto","","","","","","","","",""
"2016-09-14","2016-09-14 01:37:00","Sleep","22585","0","579","","","44","78","56","0","","","","","","","","","","","","","","","","","","","","","","2016-09-14 07:50:56","1556","21029","6818","14211","4","209","94","","48","Auto","","","","","","","","",""
"2016-09-15","2016-09-15 03:52:14","Sleep","15725","0","400","","","43","94","57","0","","","","","","","","","","","","","","","","","","","","","","2016-09-15 08:11:50","778","14947","6905","8042","1","209","97","","50","Auto","","","","","","","","",""
"2016-09-16","2016-09-16 01:44:41","Sleep","15784","0","403","","","42","88","57","0","","","","","","","","","","","","","","","","","","","","","","2016-09-16 06:02:17","807","14977","5769","9208","1","209","98","","46","Auto","","","","","","","","",""
"2016-09-18","2016-09-18 19:12:53","Bike","2555","2","735","444","291","79","177","164","0","10.3605319931599","Strenuous","0","2","0","26","5","11","139","111","","259200","14.6","22.7","840","771","304","296","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-19","2016-09-19 01:08:32","Sleep","24740","0","633","","","49","115","59","0","","","","","","","","","","","","","","","","","","","","","","2016-09-19 07:58:23","2214","22526","9810","12716","5","508","93","","53","Auto","","","","","","","","",""
"2016-09-20","2016-09-20 23:36:21","Sleep","27282","0","690","","","44","120","58","0","","","","","","","","","","","","","","","","","","","","","","2016-09-21 07:08:34","1585","25697","7088","18609","4","209","95","","46","Auto","","","","","","","","",""
"2016-09-20","2016-09-20 02:10:51","Sleep","20547","0","523","","","44","116","58","0","","","","","","","","","","","","","","","","","","","","","","2016-09-20 07:43:50","2153","18394","5233","13161","5","209","92","","49","Auto","","","","","","","","",""
"2016-09-21","2016-09-21 18:26:58","Bike","4790","1","1364","648","716","64","180","166","0","20.3671309552215","Strenuous","2","1","3","54","1","20","160","156","148","259200","15.3","28.3","890","763","596","577","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-22","2016-09-22 02:25:40","Sleep","21355","0","550","","","50","120","61","0","","","","","","","","","","","","","","","","","","","","","","2016-09-22 08:19:06","1615","19740","10106","9634","3","209","93","","53","Auto","","","","","","","","",""
"2016-09-23","2016-09-23 02:05:11","Sleep","22320","0","568","","","44","116","56","0","","","","","","","","","","","","","","","","","","","","","","2016-09-23 08:14:42","2453","19867","7149","12718","6","568","91","","47","Auto","","","","","","","","",""
"2016-09-24","2016-09-24 00:10:49","Sleep","33184","0","852","","","46","112","59","0","","","","","","","","","","","","","","","","","","","","","","2016-09-24 09:21:23","3205","29979","5150","24829","13","209","91","","49","Auto","","","","","","","","",""
"2016-09-25","2016-09-25 17:59:04","Bike","6049","49","1953","886","1067","83","182","162","0","22.4636000755587","Strenuous","1","2","1","54","14","30","113","103","93","259200","13.4","27.4","870","748","772","767","","","","","","","","","","","","","","","","","","","","","","",""
"2016-09-26","2016-09-26 01:52:34","Sleep","20040","0","527","","","46","128","62","0","","","","","","","","","","","","","","","","","","","","","","2016-09-26 07:17:36","1376","18664","6338","12326","2","418","97","","53","Auto","","","","","","","","",""
"2016-09-27","2016-09-27 23:47:46","Sleep","29955","0","753","","","44","95","60","0","","","","","","","","","","","","","","","","","","","","","","2016-09-28 07:57:33","2424","27531","7628","19903","5","209","94","","49","Auto","","","","","","","","",""
"2016-09-27","2016-09-27 01:18:54","Sleep","25517","0","673","","","46","104","64","0","","","","","","","","","","","","","","","","","","","","","","2016-09-27 08:21:41","2603","22914","7118","15796","6","209","90","","49","Auto","","","","","","","","",""
"2016-09-29","2016-09-29 01:17:53","Sleep","24293","0","592","","","43","119","56","0","","","","","","","","","","","","","","","","","","","","","","2016-09-29 08:00:16","3082","21211","7058","14153","7","209","88","","48","Auto","","","","","","","","",""
"2016-09-30","2016-09-30 15:14:11","Bike","3285","151","948","516","432","85","182","159","5","13.7355531197805","Strenuous","1","2","6","37","3","9","114","","","259200","15","27.7","880","763","380","471","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-02","2016-10-02 02:25:07","Sleep","22732","0","573","","","44","83","55","0","","","","","","","","","","","","","","","","","","","","","","2016-10-02 08:41:29","3560","19172","4067","15105","8","628","87","","47","Auto","","","","","","","","",""
"2016-10-02","2016-10-02 17:27:32","Bike","6338","588","1891","839","1052","102","180","160","0","25.0054059293725","Strenuous","0","3","5","65","22","21","","","","259200","14.2","26.1","850","715","818","798","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-03","2016-10-03 01:04:30","Sleep","25726","0","674","","","47","87","60","0","","","","","","","","","","","","","","","","","","","","","","2016-10-03 08:03:18","2961","22765","6669","16096","4","209","91","","50","Auto","","","","","","","","",""
"2016-10-04","2016-10-04 00:32:48","Sleep","23753","0","617","","","43","88","57","0","","","","","","","","","","","","","","","","","","","","","","2016-10-04 07:06:12","5146","18607","2363","16244","10","2333","87","","46","Auto","","","","","","","","",""
"2016-10-05","2016-10-05 02:16:52","Sleep","22167","0","571","","","44","106","58","0","","","","","","","","","","","","","","","","","","","","","","2016-10-05 08:20:50","1885","20282","4665","15617","4","418","94","","47","Auto","","","","","","","","",""
"2016-10-06","2016-10-06 02:13:17","Sleep","24166","0","594","","","40","83","53","0","","","","","","","","","","","","","","","","","","","","","","2016-10-06 08:53:34","1704","22462","7356","15106","4","209","94","","43","Auto","","","","","","","","",""
"2016-10-07","2016-10-07 02:43:46","Sleep","19476","0","491","","","42","83","58","0","","","","","","","","","","","","","","","","","","","","","","2016-10-07 08:05:53","1406","18070","7806","10264","5","209","94","","49","Auto","","","","","","","","",""
"2016-10-08","2016-10-08 01:46:41","Sleep","28849","0","750","","","39","101","56","0","","","","","","","","","","","","","","","","","","","","","","2016-10-08 09:45:01","4100","24749","7510","17239","9","209","86","","41","Auto","","","","","","","","",""
"2016-10-09","2016-10-09 01:12:34","Sleep","27675","0","716","","","46","86","61","0","","","","","","","","","","","","","","","","","","","","","","2016-10-09 08:51:21","1855","25820","5863","19957","4","209","94","","52","Auto","","","","","","","","",""
"2016-10-10","2016-10-10 23:18:14","Sleep","30642","0","794","","","44","120","60","0","","","","","","","","","","","","","","","","","","","","","","2016-10-11 07:32:29","2633","28009","8017","19992","3","209","95","","46","Auto","","","","","","","","",""
"2016-10-10","2016-10-10 00:43:23","Sleep","26627","0","693","","","46","94","59","0","","","","","","","","","","","","","","","","","","","","","","2016-10-10 08:04:40","4159","22468","5145","17323","8","209","85","","50","Auto","","","","","","","","",""
"2016-10-12","2016-10-12 01:53:42","Sleep","20312","0","513","","","42","83","57","0","","","","","","","","","","","","","","","","","","","","","","2016-10-12 07:19:46","2663","17649","6191","11458","6","448","92","","46","Auto","","","","","","","","",""
"2016-10-13","2016-10-13 01:07:32","Sleep","25221","0","640","","","44","93","56","0","","","","","","","","","","","","","","","","","","","","","","2016-10-13 08:05:24","3591","21630","4995","16635","5","1944","93","","47","Auto","","","","","","","","",""
"2016-10-14","2016-10-14 01:04:50","Sleep","14646","0","369","","","46","69","55","0","","","","","","","","","","","","","","","","","","","","","","2016-10-14 05:06:27","2063","12583","7768","4815","2","687","90","","50","Auto","","","","","","","","",""
"2016-10-15","2016-10-15 01:29:33","Sleep","24914","0","626","","","43","97","56","0","","","","","","","","","","","","","","","","","","","","","","2016-10-15 08:18:19","3679","21235","7655","13580","6","209","87","","49","Auto","","","","","","","","",""
"2016-10-16","2016-10-16 03:28:27","Sleep","18788","0","496","","","50","87","60","0","","","","","","","","","","","","","","","","","","","","","","2016-10-16 08:39:06","1795","16993","5174","11819","5","209","92","","54","Auto","","","","","","","","",""
"2016-10-17","2016-10-17 23:15:44","Sleep","31869","0","846","","","46","123","61","0","","","","","","","","","","","","","","","","","","","","","","2016-10-18 08:04:25","2693","29176","9931","19245","6","418","93","","52","Auto","","","","","","","","",""
"2016-10-17","2016-10-17 01:46:32","Sleep","22433","0","595","","","47","98","60","0","","","","","","","","","","","","","","","","","","","","","","2016-10-17 07:44:29","2632","19801","4545","15256","5","269","93","","50","Auto","","","","","","","","",""
"2016-10-17","2016-10-17 16:58:14","Bike","3834","0","1163","605","558","72","183","168","0","0","Strenuous","1","0","1","33","2","28","178","","","259200","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-10-19","2016-10-19 01:29:38","Sleep","23013","0","594","","","44","85","58","0","","","","","","","","","","","","","","","","","","","","","","2016-10-19 07:44:12","1826","21187","6192","14995","4","209","95","","50","Auto","","","","","","","","",""
"2016-10-20","2016-10-20 01:54:32","Sleep","15604","0","389","","","44","76","54","0","","","","","","","","","","","","","","","","","","","","","","2016-10-20 06:12:06","748","14856","8666","6190","1","209","97","","47","Auto","","","","","","","","",""
"2016-10-21","2016-10-21 01:09:52","Sleep","22833","0","572","","","43","85","55","0","","","","","","","","","","","","","","","","","","","","","","2016-10-21 07:15:27","2514","20319","7361","12958","3","209","93","","47","Auto","","","","","","","","",""
"2016-10-22","2016-10-22 02:37:07","Sleep","26060","0","660","","","42","87","56","0","","","","","","","","","","","","","","","","","","","","","","2016-10-22 09:48:58","3740","22320","8673","13647","9","209","86","","47","Auto","","","","","","","","",""
"2016-10-23","2016-10-23 01:16:31","Sleep","21476","0","575","","","49","124","62","0","","","","","","","","","","","","","","","","","","","","","","2016-10-23 07:11:59","2811","18665","6938","11727","6","209","88","","52","Auto","","","","","","","","",""
